model,date,lower_coverage,interval_coverage,average_band_width_kwh,calibration_days
Q2,2025-04-06,1.0,0.9583333333333334,296.66149051945996,28
Q2,2025-04-07,1.0,0.9652777777777778,296.7892588129406,28
Q2,2025-04-08,1.0,0.9583333333333334,296.43179513414526,28
Q2,2025-04-09,1.0,0.9027777777777778,296.1285382200534,28
Q2,2025-04-10,1.0,0.9027777777777778,297.84682908973,28
Q2,2025-04-11,0.9097222222222222,0.9097222222222222,299.1737317721156,28
Q2,2025-04-12,0.9444444444444444,0.9444444444444444,300.8347195430567,28
Q2,2025-04-13,1.0,0.9444444444444444,301.2838072924331,28
Q2,2025-04-14,1.0,0.9236111111111112,302.20279641272316,28
Q2,2025-04-15,1.0,0.9930555555555556,302.6953323065297,28
Q2,2025-04-16,1.0,0.9097222222222222,302.1938041151333,28
Q2,2025-04-17,1.0,0.9652777777777778,302.6969820647348,28
Q2,2025-04-18,0.9652777777777778,0.9652777777777778,302.6274647705202,28
Q2,2025-04-19,0.9722222222222222,0.9722222222222222,300.79963076600336,28
Q2,2025-04-20,1.0,0.9375,301.3396992216867,28
Q2,2025-04-21,1.0,0.9236111111111112,302.76253030811887,28
Q2,2025-04-22,1.0,0.9444444444444444,303.2323348899584,28
Q2,2025-04-23,1.0,0.9652777777777778,301.50382066614486,28
Q2,2025-04-24,1.0,0.9930555555555556,301.1718841282829,28
Q2,2025-04-25,0.9583333333333334,0.9583333333333334,299.6634427913655,28
Q2,2025-04-26,0.875,0.875,298.9177204159554,28
Q2,2025-04-27,1.0,0.8958333333333334,296.8285828625346,28
Q2,2025-04-28,1.0,0.7569444444444444,298.39742883003913,28
Q2,2025-04-29,1.0,0.9791666666666666,313.49943026513654,28
Q2,2025-04-30,1.0,0.9583333333333334,309.70102642205904,28
Q2,2025-05-01,1.0,0.6875,302.1518591800549,28
Q2,2025-05-02,1.0,0.9930555555555556,305.250952457413,28
Q2,2025-05-03,1.0,1.0,296.85157007332185,28
Q2,2025-05-04,1.0,0.7152777777777778,295.6001775305376,28
Q2,2025-05-05,1.0,0.6527777777777778,306.91075909330135,28
Q2,2025-05-06,1.0,0.7777777777777778,319.4849426507278,28
Q2,2025-05-07,1.0,0.8333333333333334,330.64891365997187,28
Q2,2025-05-08,1.0,0.8402777777777778,334.81417328699007,28
Q2,2025-05-09,0.9861111111111112,0.9861111111111112,341.3147924419904,28
Q2,2025-05-10,0.9930555555555556,0.9930555555555556,338.8869679490806,28
Q2,2025-05-11,1.0,0.8680555555555556,338.5076487956488,28
Q2,2025-05-12,1.0,0.8958333333333334,344.0666503542961,28
Q2,2025-05-13,1.0,0.9861111111111112,346.6499864497098,28
Q2,2025-05-14,1.0,0.9444444444444444,346.4506078176927,28
Q2,2025-05-15,1.0,0.9236111111111112,347.1774603404027,28
Q2,2025-05-16,0.9791666666666666,0.9791666666666666,349.4174969284948,28
Q2,2025-05-17,1.0,1.0,346.21475472819753,28
Q2,2025-05-18,1.0,0.9236111111111112,345.2205211402063,28
Q2,2025-05-19,1.0,0.9861111111111112,346.91997964788675,28
Q2,2025-05-20,1.0,0.9097222222222222,346.6160741291574,28
Q2,2025-05-21,1.0,0.9027777777777778,349.08263841646277,28
Q2,2025-05-22,1.0,0.9930555555555556,350.66125126845753,28
Q2,2025-05-23,0.9930555555555556,0.9930555555555556,351.62353493510017,28
Q2,2025-05-24,0.9861111111111112,0.9861111111111112,350.1747776302416,28
Q2,2025-05-25,1.0,0.9791666666666666,335.30886243594966,28
Q2,2025-05-26,1.0,0.8958333333333334,334.00640668562573,28
Q2,2025-05-27,1.0,0.9652777777777778,325.83319667552547,28
Q2,2025-05-28,1.0,0.9236111111111112,327.6338585424225,28
Q2,2025-05-29,1.0,0.8611111111111112,333.3743418074686,28
Q2,2025-05-30,0.9791666666666666,0.9791666666666666,333.4584548121437,28
Q2,2025-05-31,0.9791666666666666,0.9722222222222222,324.1795486098882,28
Q2,2025-06-01,1.0,0.2361111111111111,321.9234227687834,28
Q2,2025-06-02,1.0,0.3263888888888889,352.1658826972781,28
Q2,2025-06-03,1.0,0.5277777777777778,400.5789098100817,28
Q2,2025-06-04,1.0,0.6597222222222222,420.3523967637648,28
Q2,2025-06-05,1.0,0.7569444444444444,432.9681641921165,28
Q2,2025-06-06,1.0,0.9861111111111112,437.7415775312227,28
Q2,2025-06-07,1.0,0.9930555555555556,426.99518627057614,28
Q2,2025-06-08,1.0,0.9583333333333334,420.04788465345797,28
Q2,2025-06-09,1.0,0.8472222222222222,418.58598242224946,28
Q2,2025-06-10,1.0,0.9027777777777778,422.76760704306923,28
Q2,2025-06-11,1.0,0.7916666666666666,426.97138808900297,28
Q2,2025-06-12,1.0,0.9375,438.5970401484849,28
Q2,2025-06-13,0.9861111111111112,0.9861111111111112,437.90560925041416,28
Q2,2025-06-14,0.9722222222222222,0.9722222222222222,433.5816169991435,28
Q2,2025-06-15,1.0,0.9861111111111112,425.50472865371637,28
Q2,2025-06-16,1.0,0.9513888888888888,424.75329990593923,28
Q2,2025-06-17,1.0,0.9444444444444444,423.56821004967736,28
Q2,2025-06-18,1.0,0.9861111111111112,422.4913732447725,28
Q2,2025-06-19,1.0,0.9722222222222222,421.47642151907263,28
Q2,2025-06-20,0.9305555555555556,0.9305555555555556,419.75563228444213,28
Q2,2025-06-21,0.875,0.875,413.7443974588409,28
Q2,2025-06-22,1.0,0.9930555555555556,410.92711286972644,28
Q2,2025-06-23,1.0,0.9861111111111112,410.81696303202716,28
Q2,2025-06-24,1.0,0.8333333333333334,411.0890007239855,28
Q2,2025-06-25,1.0,0.9791666666666666,418.3042271854956,28
Q2,2025-06-26,1.0,1.0,418.10367535574494,28
Q2,2025-06-27,0.9375,0.9375,417.3536407586549,28
Q2,2025-06-28,0.9513888888888888,0.9513888888888888,419.4505660271985,28
Q2,2025-06-29,1.0,0.9722222222222222,417.458875615888,28
Q2,2025-06-30,1.0,0.9583333333333334,396.63254561093885,28
Q2,2025-07-01,1.0,0.6527777777777778,372.4662648670817,28
Q2,2025-07-02,1.0,0.7083333333333334,369.2115371691879,28
Q2,2025-07-03,1.0,0.7430555555555556,377.96609824642553,28
Q2,2025-07-04,0.9583333333333334,0.9583333333333334,380.6158791524851,28
Q2,2025-07-05,0.9722222222222222,0.9722222222222222,383.1485731106918,28
Q2,2025-07-06,1.0,0.8541666666666666,383.70719696076804,28
Q2,2025-07-07,1.0,0.9652777777777778,386.69971322450334,28
Q2,2025-07-08,1.0,0.9513888888888888,386.0092955492894,28
Q2,2025-07-09,1.0,0.9652777777777778,387.01470742329707,28
Q2,2025-07-10,1.0,1.0,382.5024181748524,28
Q2,2025-07-11,0.9305555555555556,0.9305555555555556,381.8285052519742,28
Q2,2025-07-12,0.9861111111111112,0.9861111111111112,388.8492442813446,28
Q2,2025-07-13,0.9722222222222222,0.9583333333333334,387.34518163450196,28
Q2,2025-07-14,1.0,0.9930555555555556,389.1685239734707,28
Q2,2025-07-15,0.9930555555555556,0.9791666666666666,391.71721436143685,28
Q2,2025-07-16,1.0,0.9861111111111112,391.80983313614644,28
Q2,2025-07-17,1.0,0.9930555555555556,393.61331997433535,28
Q2,2025-07-18,0.9305555555555556,0.9305555555555556,393.5236911856185,28
Q2,2025-07-19,0.8611111111111112,0.8611111111111112,386.21557619796397,28
Q2,2025-07-20,1.0,0.9861111111111112,374.27703083217745,28
Q2,2025-07-21,1.0,0.9930555555555556,374.4922579773755,28
Q2,2025-07-22,1.0,0.9930555555555556,374.5101448503424,28
Q2,2025-07-23,1.0,0.9930555555555556,375.7446426486131,28
Q2,2025-07-24,1.0,0.9930555555555556,377.4429045299569,28
Q2,2025-07-25,0.7708333333333334,0.7708333333333334,377.55236546301416,28
Q2,2025-07-26,0.8888888888888888,0.8888888888888888,384.0414862317813,28
Q2,2025-07-27,1.0,0.9652777777777778,387.6011887979655,28
Q2,2025-07-28,1.0,0.9930555555555556,386.15381162194586,28
Q2,2025-07-29,1.0,1.0,383.52066694060545,28
Q2,2025-07-30,1.0,1.0,372.1886654701298,28
Q2,2025-07-31,1.0,1.0,359.2384703806567,28
Q2,2025-08-01,0.5972222222222222,0.5972222222222222,352.65014650865476,28
Q2,2025-08-02,0.7361111111111112,0.7361111111111112,367.5143262139986,28
Q2,2025-08-03,0.9236111111111112,0.9236111111111112,376.16486918589334,28
Q2,2025-08-04,1.0,1.0,380.50723531457265,28
Q2,2025-08-05,1.0,1.0,379.11140704131674,28
Q2,2025-08-06,0.9722222222222222,0.9722222222222222,376.6970970256481,28
Q2,2025-08-07,1.0,0.9930555555555556,369.6285194050264,28
Q2,2025-08-08,0.6041666666666666,0.6041666666666666,366.7671054811058,28
Q2,2025-08-09,0.7361111111111112,0.7361111111111112,382.91094806435626,28
Q2,2025-08-10,1.0,1.0,388.74524858240585,28
Q2,2025-08-11,1.0,1.0,385.23904558147126,28
Q2,2025-08-12,1.0,1.0,383.57755162829557,28
Q2,2025-08-13,0.9930555555555556,0.9861111111111112,381.1436233618984,28
Q2,2025-08-14,0.9652777777777778,0.9583333333333334,380.1332233706339,28
Q2,2025-08-15,0.7291666666666666,0.7291666666666666,380.3932515106613,28
Q2,2025-08-16,0.7638888888888888,0.7638888888888888,390.02899538843974,28
Q2,2025-08-17,0.9861111111111112,0.9861111111111112,404.2259075715749,28
Q2,2025-08-18,1.0,0.9861111111111112,402.81688032757484,28
Q2,2025-08-19,1.0,1.0,402.1212178279622,28
Q2,2025-08-20,1.0,0.9861111111111112,394.1183955240154,28
Q2,2025-08-21,1.0,0.9930555555555556,390.0590122721135,28
Q2,2025-08-22,0.8125,0.8125,387.9389549773992,28
Q2,2025-08-23,0.8611111111111112,0.8611111111111112,390.76933540174247,28
Q2,2025-08-24,1.0,1.0,392.77845928749196,28
Q2,2025-08-25,1.0,0.9861111111111112,390.66604643322523,28
Q2,2025-08-26,0.9791666666666666,0.9791666666666666,390.63773474769033,28
Q2,2025-08-27,0.9930555555555556,0.9930555555555556,385.61648592873905,28
Q2,2025-08-28,0.9791666666666666,0.9513888888888888,380.875607065488,28
Q2,2025-08-29,0.8125,0.8125,375.3176425190647,28
Q2,2025-08-30,0.8888888888888888,0.8888888888888888,361.4052102065692,28
Q2,2025-08-31,0.9930555555555556,0.9652777777777778,348.52040810011874,28
Q2,2025-09-01,0.6319444444444444,0.6319444444444444,339.52753837566553,28
Q2,2025-09-02,0.7430555555555556,0.7430555555555556,348.0782566447529,28
Q2,2025-09-03,0.9375,0.9375,356.13861859898475,28
Q2,2025-09-04,0.9305555555555556,0.9305555555555556,355.9902017627451,28
Q2,2025-09-05,0.4861111111111111,0.4861111111111111,356.93675625413704,28
Q2,2025-09-06,0.5208333333333334,0.5208333333333334,358.7076858263771,28
Q2,2025-09-07,0.9791666666666666,0.9791666666666666,369.1063089829377,28
Q2,2025-09-08,1.0,0.9583333333333334,368.3493224168787,28
Q2,2025-09-09,1.0,1.0,368.375662767771,28
Q2,2025-09-10,0.9930555555555556,0.8472222222222222,365.0058884613332,28
Q2,2025-09-11,1.0,1.0,366.29841060739034,28
Q2,2025-09-12,0.7708333333333334,0.7708333333333334,364.08165927080285,28
Q2,2025-09-13,0.7083333333333334,0.7083333333333334,363.7860546091706,28
Q2,2025-09-14,1.0,0.9166666666666666,369.99260398224806,28
Q2,2025-09-15,1.0,0.9375,370.8480641890478,28
Q2,2025-09-16,1.0,0.9583333333333334,371.6844525549904,28
Q2,2025-09-17,1.0,0.9791666666666666,373.4634418286098,28
Q2,2025-09-18,0.9930555555555556,0.9652777777777778,368.337494309191,28
Q2,2025-09-19,0.8333333333333334,0.8333333333333334,368.7758737703746,28
Q2,2025-09-20,0.8402777777777778,0.8402777777777778,371.4602265071943,28
Q2,2025-09-21,1.0,0.9722222222222222,372.54113754056493,28
Q2,2025-09-22,1.0,0.9513888888888888,373.5979521773345,28
Q2,2025-09-23,1.0,0.9097222222222222,372.1512511222914,28
Q2,2025-09-24,1.0,0.9513888888888888,375.4039109382192,28
Q2,2025-09-25,1.0,0.9652777777777778,376.26268058454184,28
Q2,2025-09-26,0.9027777777777778,0.9027777777777778,370.35205410614213,28
Q2,2025-09-27,0.9583333333333334,0.9583333333333334,365.34194260861517,28
Q2,2025-09-28,1.0,0.8611111111111112,364.8396612880663,28
Q2,2025-09-29,1.0,0.9513888888888888,364.0887566081491,28
Q2,2025-09-30,1.0,0.8611111111111112,357.92682898004205,28
Q2,2025-10-01,1.0,1.0,355.8112885202028,28
Q2,2025-10-02,1.0,1.0,353.9852895791955,28
Q2,2025-10-03,0.8541666666666666,0.8541666666666666,351.0333017919971,28
Q2,2025-10-04,0.9444444444444444,0.9444444444444444,343.4722116459059,28
Q2,2025-10-05,1.0,1.0,336.5935984003419,28
Q2,2025-10-06,1.0,1.0,333.7764408763603,28
Q2,2025-10-07,1.0,0.9722222222222222,327.3807147782813,28
Q2,2025-10-08,1.0,0.9722222222222222,327.1325045946828,28
Q2,2025-10-09,1.0,0.9652777777777778,320.3538229878392,28
Q2,2025-10-10,0.9861111111111112,0.9861111111111112,319.16755636237565,28
Q2,2025-10-11,0.9861111111111112,0.9861111111111112,309.83721959787067,28
Q2,2025-10-12,1.0,0.9513888888888888,302.6863093389743,28
Q2,2025-10-13,1.0,0.9861111111111112,299.00316544344855,28
Q2,2025-10-14,1.0,0.8819444444444444,297.4508994919589,28
Q2,2025-10-15,1.0,0.875,297.0231308703765,28
Q2,2025-10-16,1.0,0.7361111111111112,300.95295141438095,28
Q2,2025-10-17,0.9930555555555556,0.9930555555555556,305.9021629539759,28
Q2,2025-10-18,1.0,1.0,301.420380372806,28
Q2,2025-10-19,1.0,0.8194444444444444,298.32003067535396,28
Q2,2025-10-20,1.0,0.8888888888888888,306.032321338733,28
Q2,2025-10-21,1.0,0.8055555555555556,310.0732226870127,28
Q2,2025-10-22,1.0,0.8402777777777778,311.292140906151,28
Q2,2025-10-23,1.0,0.8958333333333334,316.24334930464215,28
Q2,2025-10-24,0.9930555555555556,0.9930555555555556,317.91442088187,28
Q2,2025-10-25,0.9791666666666666,0.9791666666666666,317.7311392164817,28
Q2,2025-10-26,1.0,0.9027777777777778,312.96376838056335,28
Q2,2025-10-27,1.0,0.8194444444444444,311.92622774137794,28
Q2,2025-10-28,1.0,0.875,310.23114602118545,28
Q2,2025-10-29,1.0,0.7361111111111112,307.2845400194887,28
Q2,2025-10-30,1.0,0.8125,312.5713759263877,28
Q2,2025-10-31,0.9861111111111112,0.9861111111111112,314.14682213531125,28
Q2,2025-11-01,0.9861111111111112,0.9861111111111112,305.9378355622472,28
Q2,2025-11-02,1.0,0.7847222222222222,298.56679716116037,28
Q2,2025-11-03,1.0,0.7916666666666666,302.69353914275365,28
Q2,2025-11-04,1.0,0.8611111111111112,310.21408818885294,28
Q2,2025-11-05,1.0,0.8472222222222222,310.81857211499937,28
Q2,2025-11-06,1.0,0.6944444444444444,313.670204256001,28
Q2,2025-11-07,0.9861111111111112,0.9861111111111112,321.9625775200279,28
Q2,2025-11-08,0.9930555555555556,0.9930555555555556,317.5789373365005,28
Q2,2025-11-09,1.0,0.8472222222222222,307.4304437572685,28
Q2,2025-11-10,1.0,0.7152777777777778,310.75340207883295,28
Q2,2025-11-11,1.0,0.9166666666666666,315.71203011997545,28
Q2,2025-11-12,1.0,0.8611111111111112,315.77918614545365,28
Q2,2025-11-13,1.0,0.8472222222222222,315.1369582940891,28
Q2,2025-11-14,0.9652777777777778,0.9652777777777778,312.49283109092613,28
Q2,2025-11-15,0.9722222222222222,0.9722222222222222,308.980986793363,28
Q2,2025-11-16,1.0,0.8541666666666666,306.4137943376116,28
Q2,2025-11-17,1.0,0.9166666666666666,303.27024953947466,28
Q2,2025-11-18,1.0,0.8680555555555556,302.7541417081545,28
Q2,2025-11-19,1.0,0.8888888888888888,303.8162451197843,28
Q2,2025-11-20,1.0,0.8819444444444444,301.5136631700068,28
Q2,2025-11-21,0.9722222222222222,0.9722222222222222,302.36863044981214,28
Q2,2025-11-22,0.9652777777777778,0.9652777777777778,299.16672452817875,28
Q2,2025-11-23,1.0,0.9097222222222222,294.49663240077734,28
Q2,2025-11-24,1.0,0.9166666666666666,295.2412356000694,28
Q2,2025-11-25,1.0,0.9166666666666666,295.4908492984421,28
Q2,2025-11-26,1.0,0.9513888888888888,295.1191647424628,28
Q2,2025-11-27,1.0,0.9444444444444444,286.07541746220926,28
Q2,2025-11-28,0.9305555555555556,0.9305555555555556,284.78655565433917,28
Q2,2025-11-29,0.9097222222222222,0.9097222222222222,269.326518257796,28
Q2,2025-11-30,1.0,0.8680555555555556,265.77279507660955,28
Q2,2025-12-01,1.0,0.5208333333333334,265.72650035870925,28
Q2,2025-12-02,1.0,0.4513888888888889,271.7069202382497,28
Q2,2025-12-03,1.0,0.7083333333333334,293.3600778608567,28
Q2,2025-12-04,1.0,0.7638888888888888,299.7050006883435,28
Q2,2025-12-05,0.9583333333333334,0.9583333333333334,300.18482985071955,28
Q2,2025-12-06,0.9652777777777778,0.9652777777777778,291.7930257853323,28
Q2,2025-12-07,1.0,0.8819444444444444,288.04749854887956,28
Q2,2025-12-08,1.0,0.9513888888888888,288.7535197447761,28
Q2,2025-12-09,1.0,0.9236111111111112,286.5153444443635,28
Q2,2025-12-10,1.0,0.9375,286.8706934422799,28
Q2,2025-12-11,1.0,0.9513888888888888,287.78099489382487,28
Q2,2025-12-12,0.8402777777777778,0.8402777777777778,286.91274464280286,28
Q2,2025-12-13,0.8541666666666666,0.8541666666666666,287.7612134089249,28
Q2,2025-12-14,1.0,0.9861111111111112,287.14115710560833,28
Q2,2025-12-15,1.0,0.9583333333333334,287.0619174045089,28
Q2,2025-12-16,1.0,0.9722222222222222,287.4909780522833,28
Q2,2025-12-17,1.0,0.9722222222222222,286.6067439886678,28
Q2,2025-12-18,1.0,0.9583333333333334,287.1095852358059,28
Q2,2025-12-19,0.75,0.75,287.00397962924893,28
Q2,2025-12-20,0.8541666666666666,0.8541666666666666,291.2778047220039,28
Q2,2025-12-21,1.0,0.9722222222222222,293.5468724055886,28
Q2,2025-12-22,1.0,0.9861111111111112,293.62350897925234,28
Q2,2025-12-23,1.0,0.9861111111111112,293.38224287622637,28
Q2,2025-12-24,1.0,0.9791666666666666,293.4508884539074,28
Q2,2025-12-25,0.9930555555555556,0.9722222222222222,293.36699184338704,28
Q2,2025-12-26,0.9027777777777778,0.9027777777777778,293.72691556708315,28
Q2,2025-12-27,0.8472222222222222,0.8472222222222222,296.99545097083035,28
Q2,2025-12-28,1.0,0.9930555555555556,299.6197673158422,28
Q2,2025-12-29,1.0,0.9722222222222222,299.0956622932494,28
Q2,2025-12-30,1.0,1.0,294.5465845341053,28
Q2,2025-12-31,1.0,0.9722222222222222,287.32220522105223,28
Q3,2025-02-01,0.9444444444444444,0.9444444444444444,264.2460019854222,12
Q3,2025-02-02,1.0,0.9930555555555556,265.89450217107986,13
Q3,2025-02-03,1.0,1.0,259.7509003760226,13
Q3,2025-02-04,1.0,1.0,259.7509003760226,14
Q3,2025-02-05,1.0,0.9791666666666666,257.52517957520575,14
Q3,2025-02-06,1.0,1.0,257.80025205461,15
Q3,2025-02-07,0.8611111111111112,0.8611111111111112,254.40936728104023,15
Q3,2025-02-08,0.9722222222222222,0.9722222222222222,258.5925449659928,16
Q3,2025-02-09,0.9930555555555556,0.9930555555555556,246.3614160229355,16
Q3,2025-02-10,1.0,0.9930555555555556,246.4718333940586,17
Q3,2025-02-11,0.9930555555555556,0.9930555555555556,245.34697474942817,17
Q3,2025-02-12,1.0,1.0,245.3778989834774,18
Q3,2025-02-13,1.0,1.0,243.9484477056859,18
Q3,2025-02-14,0.8541666666666666,0.8541666666666666,227.40737711834137,19
Q3,2025-02-15,0.8958333333333334,0.8958333333333334,227.0071822617767,19
Q3,2025-02-16,1.0,0.9930555555555556,229.52599782383518,20
Q3,2025-02-17,0.9166666666666666,0.8958333333333334,226.60445626632898,20
Q3,2025-02-18,1.0,0.9791666666666666,229.54718091948547,21
Q3,2025-02-19,0.9930555555555556,0.9652777777777778,228.2446425720125,21
Q3,2025-02-20,0.9930555555555556,0.9583333333333334,228.5442019300132,22
Q3,2025-02-21,0.8472222222222222,0.8472222222222222,227.3272050351865,22
Q3,2025-02-22,0.9166666666666666,0.9166666666666666,231.3827295561516,23
Q3,2025-02-23,1.0,0.9722222222222222,232.79820691240243,23
Q3,2025-02-24,0.9930555555555556,0.9791666666666666,233.38666129783775,24
Q3,2025-02-25,0.9930555555555556,0.9652777777777778,232.26133874864684,24
Q3,2025-02-26,1.0,0.9583333333333334,233.3178462041503,25
Q3,2025-02-27,1.0,0.9930555555555556,233.093388547771,25
Q3,2025-02-28,0.9652777777777778,0.9652777777777778,233.20526530511063,26
Q3,2025-03-01,0.6736111111111112,0.6736111111111112,232.56875341732717,26
Q3,2025-03-02,1.0,0.9791666666666666,240.965057269457,27
Q3,2025-03-03,0.9722222222222222,0.8819444444444444,240.45218268445464,27
Q3,2025-03-04,1.0,0.9930555555555556,242.29970288532326,28
Q3,2025-03-05,1.0,0.9861111111111112,242.24824708167412,28
Q3,2025-03-06,0.9930555555555556,0.9791666666666666,243.1704462171085,28
Q3,2025-03-07,0.7708333333333334,0.7708333333333334,241.31894826573637,28
Q3,2025-03-08,0.9375,0.9375,242.8293267400395,28
Q3,2025-03-09,0.9444444444444444,0.9236111111111112,243.62826433633188,28
Q3,2025-03-10,1.0,0.9444444444444444,245.88886951443823,28
Q3,2025-03-11,1.0,0.9097222222222222,244.95812207420016,28
Q3,2025-03-12,1.0,0.9722222222222222,248.2806622438769,28
Q3,2025-03-13,1.0,0.9444444444444444,246.4725357063379,28
Q3,2025-03-14,0.7777777777777778,0.7777777777777778,246.20034604678938,28
Q3,2025-03-15,0.9305555555555556,0.9305555555555556,248.8211141417693,28
Q3,2025-03-16,1.0,0.9583333333333334,250.05670591789743,28
Q3,2025-03-17,1.0,0.9791666666666666,249.721871241529,28
Q3,2025-03-18,0.9652777777777778,0.9513888888888888,243.1180583869594,28
Q3,2025-03-19,1.0,0.9513888888888888,244.53011494332154,28
Q3,2025-03-20,1.0,0.9444444444444444,243.92898400335085,28
Q3,2025-03-21,0.8194444444444444,0.8194444444444444,243.1395074400076,28
Q3,2025-03-22,0.9236111111111112,0.9236111111111112,249.61719210992092,28
Q3,2025-03-23,0.9722222222222222,0.9375,249.16242924207825,28
Q3,2025-03-24,1.0,0.9722222222222222,249.00731376870056,28
Q3,2025-03-25,0.9930555555555556,0.9236111111111112,247.77588687244497,28
Q3,2025-03-26,1.0,0.9583333333333334,248.64053793246305,28
Q3,2025-03-27,1.0,0.9583333333333334,247.32779214980383,28
Q3,2025-03-28,0.8472222222222222,0.8472222222222222,245.68460604104945,28
Q3,2025-03-29,0.9583333333333334,0.9583333333333334,249.63708145358345,28
Q3,2025-03-30,1.0,0.8819444444444444,243.16886795701814,28
Q3,2025-03-31,1.0,0.8819444444444444,244.0301189965783,28
Q3,2025-04-01,1.0,0.9097222222222222,247.69790728763624,28
Q3,2025-04-02,1.0,0.9097222222222222,246.47131108340358,28
Q3,2025-04-03,1.0,0.9444444444444444,246.8792303037427,28
Q3,2025-04-04,1.0,1.0,247.1785849126994,28
Q3,2025-04-05,1.0,0.9583333333333334,243.66419174967848,28
Q3,2025-04-06,1.0,0.9583333333333334,243.93349145823356,28
Q3,2025-04-07,1.0,0.8055555555555556,243.2217502840145,28
Q3,2025-04-08,1.0,0.9513888888888888,249.01685357731154,28
Q3,2025-04-09,1.0,0.8888888888888888,243.10576650833252,28
Q3,2025-04-10,1.0,0.9166666666666666,244.23033087306067,28
Q3,2025-04-11,1.0,0.9861111111111112,244.18617207243935,28
Q3,2025-04-12,0.9861111111111112,0.9861111111111112,243.10652333283926,28
Q3,2025-04-13,1.0,0.9236111111111112,242.81509939086834,28
Q3,2025-04-14,0.9930555555555556,0.875,243.16363265027323,28
Q3,2025-04-15,1.0,0.8888888888888888,241.83131265098777,28
Q3,2025-04-16,1.0,0.9027777777777778,242.83482714115837,28
Q3,2025-04-17,1.0,0.8680555555555556,243.08436643887256,28
Q3,2025-04-18,0.9861111111111112,0.9791666666666666,245.1518560975143,28
Q3,2025-04-19,0.9652777777777778,0.9583333333333334,244.92062913891039,28
Q3,2025-04-20,1.0,0.8333333333333334,247.0701673120389,28
Q3,2025-04-21,1.0,0.8472222222222222,251.6675939672918,28
Q3,2025-04-22,1.0,0.8125,253.7364212418093,28
Q3,2025-04-23,1.0,0.7569444444444444,260.54290043615197,28
Q3,2025-04-24,1.0,0.9513888888888888,269.33421207449857,28
Q3,2025-04-25,1.0,0.9861111111111112,269.1717878820207,28
Q3,2025-04-26,1.0,1.0,262.9195479256198,28
Q3,2025-04-27,1.0,0.7986111111111112,258.5509856278956,28
Q3,2025-04-28,1.0,0.8958333333333334,262.5782814604106,28
Q3,2025-04-29,1.0,0.9305555555555556,260.365870917753,28
Q3,2025-04-30,1.0,0.8055555555555556,260.55006910314665,28
Q3,2025-05-01,1.0,0.6527777777777778,264.74283843112977,28
Q3,2025-05-02,1.0,0.9097222222222222,271.48834845081007,28
Q3,2025-05-03,1.0,0.9097222222222222,269.6653299522141,28
Q3,2025-05-04,1.0,0.7569444444444444,268.5135976607028,28
Q3,2025-05-05,1.0,0.8333333333333334,273.04703177369987,28
Q3,2025-05-06,1.0,0.6458333333333334,275.7504683815202,28
Q3,2025-05-07,1.0,0.7847222222222222,290.26759426828295,28
Q3,2025-05-08,1.0,0.9027777777777778,294.75137053934606,28
Q3,2025-05-09,0.9722222222222222,0.9722222222222222,296.643584830688,28
Q3,2025-05-10,0.9930555555555556,0.9930555555555556,293.80607897113117,28
Q3,2025-05-11,1.0,0.8611111111111112,292.14607151539417,28
Q3,2025-05-12,1.0,0.8472222222222222,293.80887914854185,28
Q3,2025-05-13,1.0,0.9583333333333334,298.46755253286284,28
Q3,2025-05-14,1.0,0.9513888888888888,294.2638853559106,28
Q3,2025-05-15,1.0,0.9583333333333334,294.55986376512317,28
Q3,2025-05-16,0.9861111111111112,0.9861111111111112,295.1779943445001,28
Q3,2025-05-17,0.9930555555555556,0.9930555555555556,289.177382649762,28
Q3,2025-05-18,1.0,0.9444444444444444,285.1592025060168,28
Q3,2025-05-19,1.0,0.9722222222222222,281.78489167158085,28
Q3,2025-05-20,1.0,0.8958333333333334,280.2373883942312,28
Q3,2025-05-21,1.0,0.8958333333333334,272.76734629184295,28
Q3,2025-05-22,1.0,0.9513888888888888,273.9258408002,28
Q3,2025-05-23,1.0,1.0,276.4250026812311,28
Q3,2025-05-24,0.9861111111111112,0.9861111111111112,268.8670787135278,28
Q3,2025-05-25,1.0,0.9791666666666666,265.6802304747765,28
Q3,2025-05-26,1.0,0.8819444444444444,260.2144806846429,28
Q3,2025-05-27,1.0,0.8958333333333334,265.5012978981088,28
Q3,2025-05-28,1.0,0.9861111111111112,266.4044768698402,28
Q3,2025-05-29,1.0,0.9722222222222222,262.5977681981527,28
Q3,2025-05-30,0.9166666666666666,0.9166666666666666,257.7061181366135,28
Q3,2025-05-31,0.75,0.7430555555555556,256.1585431892277,28
Q3,2025-06-01,1.0,0.6458333333333334,261.20800570597146,28
Q3,2025-06-02,0.9861111111111112,0.6527777777777778,266.31266534198727,28
Q3,2025-06-03,1.0,0.75,280.25858376272595,28
Q3,2025-06-04,0.9444444444444444,0.7430555555555556,282.3931030923258,28
Q3,2025-06-05,1.0,0.8263888888888888,286.4125303060852,28
Q3,2025-06-06,0.9513888888888888,0.9513888888888888,289.5866411196869,28
Q3,2025-06-07,0.8263888888888888,0.8263888888888888,283.8878320747113,28
Q3,2025-06-08,0.9722222222222222,0.9097222222222222,289.4691844706583,28
Q3,2025-06-09,1.0,0.9444444444444444,291.72104808876077,28
