model,date,release_time,accepted,expected_saving_yuan,bootstrap_lower_yuan,threshold_yuan,old_tail_emergency_kwh,new_tail_emergency_kwh,reason
Q3,2025-02-19,18:00,False,0.0,0.0,14.712773201286922,163.85511555862797,163.85511555862797,keep
Q3,2025-02-20,06:00,True,-10.283320191752864,-21.92330067523926,44.605639727883585,132.3533923299185,117.60213474510374,emergency
Q3,2025-02-20,12:00,False,12.305069542405597,-5.1545854633191315,32.113511217205385,101.2756203819888,101.45093486540304,keep
Q3,2025-02-20,18:00,False,0.0,0.0,14.794032198359082,126.23491763509526,126.23491763509526,keep
Q3,2025-02-21,06:00,False,-98.82267731502327,-141.7890587563379,19.99499428509138,0.0,0.0,keep
Q3,2025-02-21,12:00,False,0.0,0.0,15.308676378614546,0.0,0.0,keep
Q3,2025-02-21,18:00,False,0.0,0.0,10.572013990343748,0.0,0.0,keep
Q3,2025-02-22,06:00,False,0.9085351585105768,-9.218172693047586,20.209419473096997,12.135527913241106,4.479605185096233,keep
Q3,2025-02-22,12:00,False,0.0,0.0,16.76683352546944,0.0,0.0,keep
Q3,2025-02-22,18:00,False,0.0,0.0,10.41755139982912,0.0,0.0,keep
Q3,2025-02-23,06:00,True,-13.517598187537928,-147.63129479926965,43.673789266196636,134.97715721326276,46.64234105092376,emergency
Q3,2025-02-23,12:00,True,77.31923460755854,76.99673525401063,33.29798722475171,160.03087692906456,160.55463927983783,economic
Q3,2025-02-23,18:00,False,-2.5767952862021914,-5.366105728910043,14.601764633927885,212.43813353460894,209.8228726797563,keep
Q3,2025-02-24,06:00,True,-110.59527119029741,-291.5968780967286,41.81305449112899,171.19234803056497,34.38768086075811,emergency
Q3,2025-02-24,12:00,True,181.0385222809523,133.01997047489266,31.86460596157456,103.44622342180242,102.02622960280542,economic
Q3,2025-02-24,18:00,True,-6.0101455089765725,-14.364913054180079,14.563064354163586,169.27237283833222,151.32534962058537,emergency
Q3,2025-02-25,06:00,False,-8.94858353080114,-12.967634068838379,41.4828194548993,41.30775537445811,31.61823855061587,keep
Q3,2025-02-25,12:00,False,0.0,0.0,32.11030475044073,72.16307285846847,72.16307285846847,keep
Q3,2025-02-25,18:00,False,0.0,0.0,14.632114332748605,100.13224742079649,100.13224742079649,keep
Q3,2025-02-26,06:00,True,8.299931958973191,-36.16197134026875,37.43985626513245,154.6541974382319,118.93557797316751,emergency
Q3,2025-02-26,12:00,True,-4.93510889911511,-12.278723018766868,30.280669067742124,100.49875105355812,94.0237829743764,emergency
Q3,2025-02-26,18:00,False,0.0,0.0,14.879599600449016,97.67138590301477,97.67138590301477,keep
Q3,2025-02-27,06:00,True,-50.62184074934981,-130.3848425497854,38.40437275004133,89.32218661768604,0.0,emergency
Q3,2025-02-27,12:00,False,0.0,0.0,29.951318231134746,0.0,0.0,keep
Q3,2025-02-27,18:00,False,0.0,0.0,14.88424898011837,52.80596263575899,52.80596263575899,keep
Q3,2025-02-28,06:00,False,-46.987035408914814,-79.6834286493413,17.59085452329262,30.981010248413213,0.5329530048771858,keep
Q3,2025-02-28,12:00,False,0.0,0.0,15.33358421428666,0.0,0.0,keep
Q3,2025-02-28,18:00,False,-4.411194935944092,-6.552551700964614,10.816230207061032,0.0,0.0,keep
Q3,2025-03-01,06:00,False,0.0,0.0,21.691654480487898,0.0,0.0,keep
Q3,2025-03-01,12:00,False,0.0,0.0,18.024029508504224,0.0,0.0,keep
Q3,2025-03-01,18:00,False,-4.032339508284796,-6.552551700962795,10.859853629333477,3.239907884478157,0.0,keep
Q3,2025-03-02,06:00,True,165.4357009762603,-275.8750784952932,45.35289448437742,537.2107128932678,22.673619844621044,emergency
Q3,2025-03-02,12:00,False,5.491288765421453e-13,0.0,35.65010519776926,0.0,0.0,keep
Q3,2025-03-02,18:00,False,0.0,0.0,14.857445889003603,49.49189699601857,49.49189699601857,keep
Q3,2025-03-03,06:00,False,0.0,0.0,45.516443662729785,77.71702855088873,77.71702855088873,keep
Q3,2025-03-03,12:00,False,0.0,0.0,34.02121879974067,47.27908487105276,47.27908487105276,keep
Q3,2025-03-03,18:00,False,0.0,0.0,14.531253212995859,50.54433691465624,50.54433691465624,keep
Q3,2025-03-04,06:00,True,-28.28134855547261,-401.8868815182951,39.84061632590749,442.91264256504314,2.842170943040401e-14,emergency
Q3,2025-03-04,12:00,False,0.0,0.0,30.531135361393652,14.837706817003777,14.837706817003777,keep
Q3,2025-03-04,18:00,False,0.0,0.0,14.739387328941648,59.966912736558584,59.966912736558584,keep
Q3,2025-03-05,06:00,False,0.0,0.0,41.76938131668954,0.0,0.0,keep
Q3,2025-03-05,12:00,False,0.0,0.0,32.950617099156126,1.2040234705964394,1.2040234705964394,keep
Q3,2025-03-05,18:00,False,0.0,0.0,14.733315254229012,0.0,0.0,keep
Q3,2025-03-06,06:00,False,-0.3047963643517245,-0.8828584346629214,40.27064012374396,0.4352379573846292,0.0,keep
Q3,2025-03-06,12:00,False,0.0,0.0,31.785366348627107,48.38357417660632,48.38357417660632,keep
Q3,2025-03-06,18:00,False,0.0,0.0,14.728289489335998,39.884258352425945,39.884258352425945,keep
Q3,2025-03-07,06:00,False,-4.374448303852985,-32.675086610546714,20.77621827391113,20.427887872204963,0.0,keep
Q3,2025-03-07,12:00,False,-20.2366155491388,-34.15914473181692,18.031549029990217,5.508888776921651,0.0,keep
Q3,2025-03-07,18:00,False,0.0,0.0,10.58807110674525,0.0,0.0,keep
Q3,2025-03-08,06:00,False,-17.60102745311997,-27.53471566466992,17.114750832548303,9.182118427405726,9.182118427405726,keep
Q3,2025-03-08,12:00,False,-20.714852922508694,-31.733326318773834,15.143013170846967,5.091579770218118,0.0,keep
Q3,2025-03-08,18:00,False,-0.11782124834910841,-0.1337430386665801,10.119157545298346,0.0,0.0,keep
Q3,2025-03-09,06:00,True,1.104349828681345,-49.72902067101677,42.106288721791756,185.5757115357269,94.37615539520368,emergency
Q3,2025-03-09,12:00,False,49.88948203378901,23.066926521796177,32.23786013741503,115.50594071275589,143.84960935498623,keep
Q3,2025-03-09,18:00,True,59.10287248782136,30.047034086768814,14.634317361078768,39.32573366795873,39.32573366795873,economic
Q3,2025-03-10,06:00,True,-7.914999172451251,-67.07941287037934,39.578846876218435,174.15572811771517,85.69297081463822,emergency
Q3,2025-03-10,12:00,True,-69.94537999531036,-170.95681229727325,30.85017040318559,176.66513764876476,156.45972281916863,emergency
Q3,2025-03-10,18:00,True,-256.974020631053,-316.7101237473783,14.613292531493554,63.48758288517135,47.87485213495526,emergency
Q3,2025-03-11,06:00,True,459.033472437329,-449.2250003262983,36.76560040798945,2063.0966780731374,441.7055408978423,emergency
Q3,2025-03-11,12:00,True,1012.5345803726269,987.6155617656672,29.802502262406204,48.9715672005799,77.8956555592316,economic
Q3,2025-03-11,18:00,False,2.915943339360898,-3.193090323398337,14.503989946515397,42.23106776256532,45.66795518541653,keep
Q3,2025-03-12,06:00,True,197.17164204738444,-117.94983380393481,39.92172090319669,366.4489459382107,73.2403115964229,emergency
Q3,2025-03-12,12:00,True,330.65314699808766,297.43654402394844,31.527143751956455,275.9203732712508,287.1031530380053,economic
Q3,2025-03-12,18:00,True,-509.0843914222705,-603.8051649048484,14.147810996016398,68.19354460185559,52.580813851639505,emergency
Q3,2025-03-13,06:00,True,-217.1876056847623,-788.9297107368504,39.86229385717008,928.2817714256001,213.83910052998152,emergency
Q3,2025-03-13,12:00,True,409.29266472721594,354.0773746051136,29.23950019355961,189.802670539654,150.46451571013802,economic
Q3,2025-03-13,18:00,True,46.112684932093536,7.954554697044,14.420110662448238,155.02036424936034,116.19857821604069,emergency
Q3,2025-03-14,06:00,True,115.53694895653108,29.447469750613,16.195861350856458,112.63775065266236,77.39083229125208,economic
Q3,2025-03-14,12:00,True,144.4104753485232,139.83003148267744,14.143379330658037,24.1222930574952,24.1222930574952,economic
Q3,2025-03-14,18:00,False,6.4761160781407465,1.3639803847313487,9.631051104048913,9.738001541151107,11.188203686364034,keep
Q3,2025-03-15,06:00,True,85.51206262633475,-341.53532774671385,16.661431208165663,593.1020554206989,104.73430295198102,emergency
Q3,2025-03-15,12:00,True,524.0058214938945,482.8061779003573,14.519898391455145,11.675051731097582,34.76745470531165,economic
Q3,2025-03-15,18:00,True,206.1716130823475,166.98689380457267,9.76283101067373,10.24667821776012,0.0,economic
Q3,2025-03-16,06:00,True,38.33152067407809,-827.1750457908342,38.33444067698702,1200.0470457999281,303.7123720276196,emergency
Q3,2025-03-16,12:00,True,690.0336278906061,593.6548042677525,31.513867876478887,225.78211646904788,322.73185942754526,economic
Q3,2025-03-16,18:00,False,-6.992721936033994,-46.87376352450519,14.604804493897213,141.0942153124422,143.71417411688844,keep
Q3,2025-03-17,06:00,True,10.379181332079892,-67.21639649444387,33.51692339287839,284.95881767422975,219.82491084669016,emergency
Q3,2025-03-17,12:00,True,-543.3756833818294,-1117.564670695821,28.138747647060708,1026.7359017065442,372.754939553655,emergency
Q3,2025-03-17,18:00,True,-60.299476893555706,-126.45715498599198,14.595920798271566,147.98301330796073,137.6486138179979,emergency
Q3,2025-03-18,06:00,True,-317.24929241370575,-703.1232633585332,40.52941725956859,569.6143719727742,288.3615481876656,emergency
Q3,2025-03-18,12:00,True,591.4982214218535,557.0454138704322,30.366722738936044,218.2903404594037,200.43435579650748,economic
Q3,2025-03-18,18:00,True,147.19033431385546,103.94171050905649,14.374800443394037,121.04193751806258,129.9003234949639,economic
Q3,2025-03-19,06:00,True,-462.0612635385462,-1863.4233459821105,33.67912297042016,1928.7423344752108,472.6900657816636,emergency
Q3,2025-03-19,12:00,True,2450.545148463199,2296.4674481285824,28.597128977565482,136.7882872549966,294.3846831627258,economic
Q3,2025-03-19,18:00,True,-127.36805285123285,-195.75013384859335,14.295048593818647,154.16336849644563,130.51154909224363,emergency
Q3,2025-03-20,06:00,True,33.01010739979666,-181.21152431875493,37.13351984336074,424.76873291875313,233.04161406836153,emergency
Q3,2025-03-20,12:00,True,130.16978139686398,42.97990805846625,31.23604040648953,168.55430807505365,221.66988155781235,economic
Q3,2025-03-20,18:00,True,31.374854918562733,-35.622073714364916,14.50644906241632,187.2266915852498,155.55617337550927,emergency
Q3,2025-03-21,06:00,True,36.951921157481465,-38.19714262418711,15.27008455811261,103.9830774837229,49.192373662597944,emergency
Q3,2025-03-21,12:00,True,71.73047286674172,54.160434076583634,13.985784217201507,58.62394756027447,49.47052825971299,economic
Q3,2025-03-21,18:00,False,-63.18997064269718,-123.20214361792705,9.424091696591072,34.76152930805205,15.361323383462377,keep
Q3,2025-03-22,06:00,True,31.898354944894532,-54.713756218513254,15.890755163287086,119.31358853678785,49.162414963094406,emergency
Q3,2025-03-22,12:00,True,86.33154387023639,69.83011317768157,14.128715053829906,53.19943692458554,53.53836636479349,economic
Q3,2025-03-22,18:00,False,-59.27870860109409,-124.06309958837838,9.489788959744924,28.306531439101548,10.25231223786409,keep
Q3,2025-03-23,06:00,True,391.90584070243705,-62.998162659489026,38.01515690055737,867.5290416252093,411.7979886477119,emergency
Q3,2025-03-23,12:00,True,464.1021526967306,373.5171841049361,29.390683186637965,242.02394360581582,281.3919673650463,economic
Q3,2025-03-23,18:00,True,1.4686246506296339,-35.87865486471787,14.649583497380638,216.23065537222897,147.41369057904058,emergency
Q3,2025-03-24,06:00,True,33.20406851327453,-354.54223521262844,34.3833244917542,787.8236702376103,439.22232117870925,emergency
Q3,2025-03-24,12:00,True,69.59358586275248,-74.44603110533444,27.763431397040293,499.5823344312312,310.9830355666051,emergency
Q3,2025-03-24,18:00,True,-23.455628544076163,-59.91203126600885,14.623492138366576,235.6314876711391,206.93472398864395,emergency
Q3,2025-03-25,06:00,True,90.48939146399773,-228.8182620215762,39.75466892777013,580.7201939769011,230.6461266484199,emergency
Q3,2025-03-25,12:00,True,260.3784095434461,157.63904265745305,30.40268098016827,287.71952750018625,293.274028056554,economic
Q3,2025-03-25,18:00,True,150.75001677181805,81.10347565650001,14.691930062200017,171.37541504945887,210.55244460329027,economic
Q3,2025-03-26,06:00,True,129.23753448908235,-180.10275651181243,32.80057333130243,693.2044459547359,323.87409605562203,emergency
Q3,2025-03-26,12:00,True,357.14812422982357,275.7659928815023,28.44159628197743,276.6835900618678,266.54064311558125,economic
Q3,2025-03-26,18:00,True,-17.352634211762506,-56.20896180942282,14.524863732610646,237.55151795820962,215.97246927229025,emergency
Q3,2025-03-27,06:00,True,881.5360263042024,-495.1332286231327,37.17651643376236,2125.3324599422763,618.6336160249756,emergency
Q3,2025-03-27,12:00,True,1698.8639165675338,1552.836957631914,29.085992325249624,205.82051974863856,307.43866261948506,economic
Q3,2025-03-27,18:00,True,29.178613685653808,-2.1708307398655506,14.725563581554765,251.15053975732872,211.51781504235294,emergency
Q3,2025-03-28,06:00,True,86.9382684947103,-7.3019658788289235,14.633467610996936,54.25254359414737,23.352172677255737,emergency
Q3,2025-03-28,12:00,True,97.76403714934258,58.14485598039818,12.264863778561953,20.27498403512061,26.702596354768502,economic
Q3,2025-03-28,18:00,False,-64.52917679283291,-77.14169814495835,9.26513590761765,2.5125454836915537,0.441846391959416,keep
Q3,2025-03-29,06:00,True,50.192344309378335,-5.542257646541311,13.264540210348367,124.88224952599751,105.05303437552459,emergency
Q3,2025-03-29,12:00,True,41.336596351704074,9.555199863560574,11.814989171877587,96.93168052437375,67.88410059793955,emergency
Q3,2025-03-29,18:00,True,20.865382709880027,16.373423472356762,9.240850743061529,1.7000346443136323,0.1335810753071769,economic
Q3,2025-03-30,06:00,True,482.47549669906124,-291.830871370983,35.78301722464938,1347.1494998725802,551.3266916827336,emergency
Q3,2025-03-30,12:00,True,85.05387605022301,-36.73953300746143,27.14455392414455,318.82081797002445,266.10391701677815,emergency
Q3,2025-03-30,18:00,True,450.1612332997325,252.24164692742698,15.215671481954493,155.50651918283256,164.04959883570905,economic
Q3,2025-03-31,06:00,True,5286.165069947845,2418.132457031514,41.745994585021236,5287.019321061107,702.9937004958213,economic
Q3,2025-03-31,12:00,True,5100.669823779844,4700.638215839818,31.573911931547574,379.3415130458417,866.1408640098866,economic
Q3,2025-03-31,18:00,True,177.54796923538984,108.88046565234959,14.706565248508328,192.8303244620629,179.87582762581962,economic
Q3,2025-04-01,06:00,True,2769.865272437802,-8.994890889663406,43.90382333597722,3692.0096541994994,614.0001275231905,emergency
Q3,2025-04-01,12:00,True,2774.615941233434,2110.6417578636515,31.131132708156755,186.82652346733744,752.2172795443114,economic
Q3,2025-04-01,18:00,True,138.58679667282516,100.52503165966036,14.808285105070238,205.53368400028273,188.97314779958117,economic
Q3,2025-04-02,06:00,True,3218.0679986075193,879.7807767044233,42.339294436848505,3738.320676024056,707.2858777025417,economic
Q3,2025-04-02,12:00,True,2408.754683689598,1931.2703660741402,28.513305230137764,249.31033423206054,748.0153405093588,economic
Q3,2025-04-02,18:00,True,153.28488928411673,107.72559987523658,15.071045259872871,184.01550987474195,164.87290074716952,economic
Q3,2025-04-03,06:00,True,276.33676750690677,-135.05717846739125,35.96655591452793,828.1171811002368,334.9994669947651,emergency
Q3,2025-04-03,12:00,True,-100.82997093389415,-168.40770659463942,28.05744898436893,262.40275084042844,242.71556015276207,emergency
Q3,2025-04-03,18:00,True,272.8255613946371,145.57810730424853,14.981121799885077,155.37106909361552,168.01559981755855,economic
Q3,2025-04-04,06:00,True,-5.640969356098716,-125.35430593010312,12.450729087794972,173.06378907386727,116.95368990521382,emergency
Q3,2025-04-04,12:00,True,32.8969995432259,13.670789351740723,11.065983194506897,8.172692092006713,3.188550617663225,economic
Q3,2025-04-04,18:00,True,86.65849661909664,76.07553304574908,9.059214515059319,0.0,0.0,economic
Q3,2025-04-05,06:00,True,-11.014244157968953,-281.06326866290783,13.083695354105009,550.0825748258699,294.6039841499792,emergency
Q3,2025-04-05,12:00,True,421.72678830681264,373.5972287411209,11.307167776064022,26.97880951747709,51.67834978812107,economic
Q3,2025-04-05,18:00,True,72.17995011333142,52.520872383248125,9.069592601993214,7.290173446483095,1.4159708644847342,economic
Q3,2025-04-06,06:00,True,940.6950086648013,-120.91693660738483,33.97254057861862,1552.519159472683,324.04950821641023,emergency
Q3,2025-04-06,12:00,True,-263.973290505002,-900.8527714882389,27.791359583141684,1217.3622433982591,322.2025419032193,emergency
Q3,2025-04-06,18:00,True,437.44772811362833,225.74051261107059,15.036491499748305,72.38260023238547,166.52252373585668,economic
Q3,2025-04-07,06:00,True,4377.527641066896,1821.9749208252456,36.69078344353512,4238.128390132149,748.2416969290098,economic
Q3,2025-04-07,12:00,True,1032.69477702519,835.3394971947367,27.80397551547129,516.1153623427713,377.8957928369691,economic
Q3,2025-04-07,18:00,True,446.96070916967966,218.7740009836494,15.105470628917482,75.099427676191,173.2203796281299,economic
Q3,2025-04-08,06:00,True,836.6928626357169,-22.984804090295256,35.07076156716704,1249.2146884186675,305.77352871606297,emergency
Q3,2025-04-08,12:00,True,295.6007647479296,156.60692238073352,29.037446733989956,454.36563086391106,250.152154213048,economic
Q3,2025-04-08,18:00,True,234.9730204683562,121.11196438219177,14.933101060148527,124.05462362501157,168.9724681682893,economic
Q3,2025-04-09,06:00,True,578.1073071066752,-82.81763521943958,35.04904235021197,1674.066400192729,719.182590845229,emergency
Q3,2025-04-09,12:00,True,443.3002330228748,141.38437077110774,29.505222882568333,677.5232876248809,232.33478612524084,economic
Q3,2025-04-09,18:00,True,363.3070945274635,176.89519512916058,15.19955123410843,112.92632733575033,171.86371292467732,economic
Q3,2025-04-10,06:00,True,157.77975171922793,-548.4485181620203,33.97877730343702,1561.3620125603982,600.59916172145,emergency
Q3,2025-04-10,12:00,True,488.25470792951495,268.0854555013949,28.307737319894425,521.9094310806831,192.76087643827475,economic
Q3,2025-04-10,18:00,True,471.6297318831252,277.4492445804544,15.195927828402363,79.48191139118387,160.54658846311162,economic
Q3,2025-04-11,06:00,True,224.85751769243407,-57.87113685569987,12.807812159850894,574.8510250441883,234.95205057133077,emergency
Q3,2025-04-11,12:00,True,286.6891492695488,245.07506949793037,10.895488291610778,43.70617192689633,44.95875990310435,economic
Q3,2025-04-11,18:00,False,-0.42076213906632015,-0.5122321692979313,8.895376869272885,1.7637847026517761,1.7637847026517761,keep
Q3,2025-04-12,06:00,True,-26.057950371225495,-155.20425929506928,13.158566645054036,114.22022450137473,35.02264928589592,emergency
Q3,2025-04-12,12:00,True,143.1989001899759,113.18550242724245,12.290586413928878,29.64421623123701,29.64421623123701,economic
Q3,2025-04-12,18:00,False,0.0,0.0,9.196939983712372,2.0920566184968266,2.0920566184968266,keep
Q3,2025-04-13,06:00,True,150.7693116263056,-38.51013893965478,29.010846620239175,639.8633022976786,348.29313774476805,emergency
Q3,2025-04-13,12:00,True,406.83812116362026,107.85456537787543,25.94555774732584,744.0470517469018,275.3050293197128,economic
Q3,2025-04-13,18:00,True,190.44811076188756,104.49503587756158,15.145339032045777,171.1669192195601,199.04443160003336,economic
Q3,2025-04-14,06:00,True,924.8433304874262,366.05997301872236,33.181144995186074,1067.7237308428075,178.57881600604208,economic
Q3,2025-04-14,12:00,True,18.764065773487477,-47.5883854804988,27.937681823889246,328.6905218269752,197.4675491929703,emergency
Q3,2025-04-14,18:00,True,339.3834580236138,193.75386422802342,15.451569863739477,133.77294396737693,198.068693549827,economic
Q3,2025-04-15,06:00,True,1541.8397118549121,-225.39784393920215,31.209496115087344,2727.674252813914,681.7371556200144,emergency
Q3,2025-04-15,12:00,True,1401.0029800828531,1142.6391148639066,26.223490681818,612.2817937302873,329.0079416276094,economic
Q3,2025-04-15,18:00,True,279.81745825764796,150.17636431234786,15.031167628947653,201.58076066124204,199.87773476045209,economic
Q3,2025-04-16,06:00,True,1434.6568075890134,-490.9846171430092,35.577350254309515,2663.608878962289,555.1363127181237,emergency
Q3,2025-04-16,12:00,True,2516.1158577291135,2455.1985919842705,29.32137514968898,311.40695695076965,285.12592537774594,economic
Q3,2025-04-16,18:00,True,262.27989598080086,159.58428416448245,15.31150043816116,196.7678728227188,190.8801881459426,economic
Q3,2025-04-17,06:00,True,-55.939641709169756,-1436.3201894515194,30.841122218252863,2070.2689736891243,921.7060694941537,emergency
Q3,2025-04-17,12:00,True,1850.3317011762226,1449.6702312731863,27.56273265428178,726.747363030702,254.24184124142653,economic
Q3,2025-04-17,18:00,True,306.95421557234937,155.71948689805865,15.140587934979965,136.0866870174155,188.8825404863103,economic
Q3,2025-04-18,06:00,True,-116.64066336779615,-301.8598307615282,12.014501913347166,462.1216208937437,224.16011425379992,emergency
Q3,2025-04-18,12:00,False,0.0,0.0,10.666453251177384,71.6988416553711,71.6988416553711,keep
Q3,2025-04-18,18:00,False,0.0,0.0,8.812289974452828,0.0,0.0,keep
Q3,2025-04-19,06:00,True,-24.44936127741685,-83.32829415336144,11.21217040125695,210.13465216133102,186.3160643422038,emergency
Q3,2025-04-19,12:00,True,-36.532380766820346,-200.14969800553752,10.671324853383082,438.227474549023,248.27672654421144,emergency
Q3,2025-04-19,18:00,True,17.22951720732999,14.490085445405374,8.659720291950386,22.29392286510415,22.29392286510415,economic
Q3,2025-04-20,06:00,True,158.52794037009755,-425.23483819737555,29.57823324893606,1235.2172733254702,484.17840373704064,emergency
Q3,2025-04-20,12:00,True,-39.23338890729558,-404.4968524101692,26.021965342388576,853.876907713463,289.426520628595,emergency
Q3,2025-04-20,18:00,True,348.83736959685194,190.51893133711195,15.44214302041769,97.50438613280994,241.8383368388711,economic
Q3,2025-04-21,06:00,True,534.6769129154271,58.16744659963347,31.46293618513685,992.2206346063155,269.94811001284484,economic
